CODICE_COMUNE;CODICE_ISTAT;PROGRESSIVO_NAZIONALE;CODICE_COMUNALE;ODONIMO;LOCALITA';TOTALE_ACCESSI;DIZIONE_LINGUA1;DIZIONE_LINGUA2;unnamed_10
M208;079160;1245981;;VICO SECONDO DI VIA TORRE;;0;;;
M208;079160;1245995;;VICO SECONDO DI VIA TREMPA;;13;;;
M208;079160;1245891;;VICO SECONDO SANT'ANTONIO;;13;;;
M208;079160;1245517;;VICO SECONDO SEGGIO;;13;;;
M208;079160;1246036;;VICO SESTA DI VIA TIMPONE;;6;;;
M208;079160;1246033;;VICO SESTO DI VIA BELVEDERE;;4;;;
M208;079160;1246034;;VICO SESTO DI VIA CAVOUR;;8;;;
M208;079160;1245984;;VICO SESTO DI VIA TORRE;;5;;;
M208;079160;1246039;;VICO SETTIMO DI VIA BELVEDERE;;6;;;
M208;079160;1246041;;VICO SETTIMO DI VIA TIMPONE;;5;;;
M208;079160;1245985;;VICO SETTIMO DI VIA TORRE;;1;;;
M208;079160;1245944;;VICO SPINA;;3;;;
M208;079160;1245058;;VICO TERZO BLASCHI;;10;;;
M208;079160;1245079;;VICO TERZO CAFALDO;;5;;;
M208;079160;1245518;;VICO TERZO DI VIA BELVEDERE;;2;;;
M208;079160;1245519;;VICO TERZO DI VIA CAVOUR;;0;;;
M208;079160;1245176;;VICO TERZO DI VIA CONCIAPELLE;;11;;;
M208;079160;1245190;;VICO TERZO DI VIA COSTANZO;;10;;;
M208;079160;1246236;;VICO TERZO DI VIA ENRICO TOTI;;0;;;
M208;079160;1245317;;VICO TERZO DI VIA FERRUCCIO;;4;;;
M208;079160;1245527;;VICO TERZO DI VIA FRANCESCO FIORENTINO;;0;;;
M208;079160;1245528;;VICO TERZO DI VIA GARIBALDI;;0;;;
M208;079160;1245539;;VICO TERZO DI VIA INDIPENDENZA;;2;;;
M208;079160;1245861;;VICO TERZO DI VIA SANTISSIMO SALVATORE;;5;;;
M208;079160;1245529;;VICO TERZO DI VIA SANTO TEODORO;;2;;;
M208;079160;1245525;;VICO TERZO DI VIA TIMPONE;;2;;;
M208;079160;1245982;;VICO TERZO DI VIA TORRE;;11;;;
M208;079160;1245996;;VICO TERZO DI VIA TREMPA;;8;;;
M208;079160;1245531;;VICO TERZO SEGGIO;;8;;;
M208;079160;1245526;;VICO TERZO VIA FIMIANI;;0;;;
M208;079160;1245530;;VICO TERZO VIA SCAVELLO;;0;;;
M208;079160;1245988;;VICO TRASIMENO;;1;;;
M208;079160;1245999;;VICO TRIBUNALE;;6;;;
M208;079160;1246237;;VICO TULIPANO;;1;;;
M208;079160;1246004;;VICO UBALDO DE MEDICI;;5;;;
M208;079160;1246063;;VICO UNDICESIMO DI VIA TIMPONE;;2;;;
M208;079160;1246024;;VICO VATALARO;;3;;;
M208;079160;1246032;;VICO VETRIERA;;8;;;
M208;079160;1246050;;VICO VIOLETTA;;0;;;
M208;079160;1245035;;VICOLO BARBARO;;4;;;
M208;079160;1245113;;VICOLO CARDONE;;0;;;
M208;079160;1245209;;VICOLO DANO;;0;;;
M208;079160;1245260;;VICOLO DELLA VITE;;10;;;
M208;079160;1245375;;VICOLO GALLUZZO;;5;;;
M208;079160;1245394;;VICOLO GIGLIO;;0;;;
M208;079160;1245424;;VICOLO GIOVE;;5;;;
M208;079160;1245573;;VICOLO LEONE;;20;;;
M208;079160;1245588;;VICOLO LUNA;;5;;;
M208;079160;1245589;;VICOLO LUPA;;1;;;
M208;079160;1245770;;VICOLO PONTE;;12;;;
M208;079160;1245482;;VICOLO PRIMO DI VIA FONTANA SAN NICOLA;;1;;;
M208;079160;1245452;;VICOLO PRIMO GREGORACI;;3;;;
M208;079160;1245862;;VICOLO QUARTO DI VIA SANTISSIMO SALVATORE;;1;;;
M208;079160;1245791;;VICOLO RAGNO;;2;;;
M208;079160;1245814;;VICOLO ROSETTA;;4;;;
M208;079160;1245767;;VICOLO SECONDO DI VIA POERIO;;1;;;
M208;079160;1245516;;VICOLO SECONDO DI VIA SCAVELLO;;0;;;
M208;079160;1245453;;VICOLO SECONDO GREGORACI;;4;;;
M208;079160;1245961;;VICOLO TERRA;;2;;;
M208;079160;1246012;;VICOLO URANO;;3;;;
M208;079160;1246027;;VICOLO VENERE;;2;;;
M208;079160;1246057;;VICOLO VOLPE;;2;;;
M208;079160;1245259;;VOCABOLO DELLA STAZIONE;;0;;;
