review_rank,access_id,street,civico,esponente,coordinate_quality_flag,source_diagnosis,recovery_action,source_lon,source_lat,local_candidate_status,local_candidate_method,local_candidate_confidence,local_candidate_lon,local_candidate_lat,local_distance_from_source_m,local_anchor_count,local_candidate_explanation,geocode_candidate_status,geocode_provider,geocode_provider_confidence,geocode_query_variant,geocode_candidate_has_house_number,geocode_lon,geocode_lat,geocode_distance_from_source_m,geocode_display_name,local_geocode_distance_m,evidence_agreement,recommended_review_track,recommended_candidate_source,review_candidate_lon,review_candidate_lat,decision_readiness,suggested_workbench_filter,reviewer_instruction,notes
261,3512554,CONTRADA MISA',25,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3525418,38.9600919,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3325527,38.9617735,1738.4,14,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3325527,38.9617735,needs_manual_map_check,access_id:3512554,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
262,3514822,CONTRADA AGLI,60,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3063895,38.9837248,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3445538,38.9755301,3422.4,14,Only one-sided or sparse numeric same-street anchors were available.,no_candidate_returned,nominatim,,all_variants,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3445538,38.9755301,needs_manual_map_check,access_id:3514822,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
263,3536031,VIA FRANCESCO PETRARCA,2,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3527644,38.983629,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2819868,38.9681184,6356.8,14,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2819868,38.9681184,needs_manual_map_check,access_id:3536031,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
264,3512549,CONTRADA MISA',11,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.240946,39.0171837,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3323829,38.9617684,10021.0,14,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3323829,38.9617684,needs_manual_map_check,access_id:3512549,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
265,3516506,VIA CARLO MARIA TALARICO,16,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3205422,38.9778416,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3105011,38.9637185,1794.4,13,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3105011,38.9637185,needs_manual_map_check,access_id:3516506,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
266,3539351,CONTRADA MURETTO,95,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3162964,38.9839482,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2875193,38.9818621,2498.2,13,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2875193,38.9818621,needs_manual_map_check,access_id:3539351,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
267,3533364,VIA CARLO GOLDONI,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3122022,38.9571591,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3091955,38.9581872,284.0,12,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3091955,38.9581872,needs_manual_map_check,access_id:3533364,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
268,3600828,VICO SECONDO SANT'ANTONIO,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3234707,38.9805409,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3213511,38.9743953,707.5,12,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3213511,38.9743953,needs_manual_map_check,access_id:3600828,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
269,3536861,VIA GIOVAN BATTISTA E GIUSEPPE PARRACOCCHIA,16,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2948038,38.9597986,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2913744,38.9527138,841.8,12,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2913744,38.9527138,needs_manual_map_check,access_id:3536861,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
270,3515129,VIA EMILIO BARBERIO,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3224727,38.9657559,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3227142,38.9800251,1586.8,12,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3227142,38.9800251,needs_manual_map_check,access_id:3515129,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
271,3539361,CONTRADA PAPAZZO,145,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2951503,38.9208785,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3163631,38.9858204,7450.5,12,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3163631,38.9858204,needs_manual_map_check,access_id:3539361,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
272,3539362,CONTRADA PAPAZZO,151,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2273318,38.9713808,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3163631,38.9858204,7861.6,12,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3163631,38.9858204,needs_manual_map_check,access_id:3539362,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
273,3521273,VIA NAPOLEONE BRUNO RUBERTO,69,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2948038,38.9597986,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3020105,38.9660038,929.7,11,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3020105,38.9660038,needs_manual_map_check,access_id:3521273,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
274,3521272,VIA NAPOLEONE BRUNO RUBERTO,22,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3198823,38.9728635,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3043238,38.9675729,1468.1,11,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3043238,38.9675729,needs_manual_map_check,access_id:3521272,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
275,3513981,TRAVERSA SECONDA DI VIA ENRICO TOTI,19,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2931475,38.9687068,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3150233,38.9747244,2006.0,11,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3150233,38.9747244,needs_manual_map_check,access_id:3513981,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
276,3512806,VIA MIRELLA STAGLIANO',99,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.293938,38.9637101,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.287134,38.9432039,2354.9,11,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.287134,38.9432039,needs_manual_map_check,access_id:3512806,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
277,3523910,VIA OSVALDO CERMINARA,22,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3161703,38.9722584,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3354403,38.9417856,3775.9,11,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3354403,38.9417856,needs_manual_map_check,access_id:3523910,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
278,3535806,TRAVERSA TERZA DI VIA DEI BIZANTINI,9,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3095038,38.9638454,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3161391,38.9703244,920.9,10,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3161391,38.9703244,needs_manual_map_check,access_id:3535806,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
279,3530706,VIA ADIGE,23,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3380281,38.9497387,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3199156,38.9714371,2876.4,10,Only one-sided or sparse numeric same-street anchors were available.,candidate_requires_human_review,nominatim,low_street_level,exact_civic,false,16.3197462,38.9717824,2916.6,"Via Adige, Magolà, Lamezia Terme, Catanzaro, Calabria, 88046, Italia",41.1,local_and_geocoder_agree_within_150m,review_local_anchor_with_external_support,local_anncsu_anchor,16.3199156,38.9714371,manual_review_ready,access_id:3530706,"Open the access_id in the workbench and compare street-register evidence, local anchor, and the external geocoder point before exporting a manual override.",External geocoder support is street-level unless candidate_has_house_number=true.
280,3539018,VIA MONTE BOTTE DONATO,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3488614,38.9838451,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3306953,38.9506407,4012.3,10,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3306953,38.9506407,needs_manual_map_check,access_id:3539018,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
281,3535681,VIA DEL LAVORO,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.327678,38.940753,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2859167,38.9605653,4230.2,10,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2859167,38.9605653,needs_manual_map_check,access_id:3535681,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
282,3571944,VIA FRANCESCO RISMONDI,3,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3155395,38.9733895,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3071195,38.9728606,730.3,8,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3071195,38.9728606,needs_manual_map_check,access_id:3571944,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
283,3518288,VIA RENO,2,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3194662,38.9696298,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3072867,38.9738198,1151.4,8,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3072867,38.9738198,needs_manual_map_check,access_id:3518288,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
284,3528159,TRAVERSA SECONDA DI VIA MADONNA DELLA SPINA,13,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3085967,38.9748576,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3213753,38.9659335,1485.0,8,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3213753,38.9659335,needs_manual_map_check,access_id:3528159,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
285,3533200,VIA GENERALE PIETRO CRISTAUDO,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2898468,38.9639219,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3141144,38.9759039,2485.3,8,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3141144,38.9759039,needs_manual_map_check,access_id:3533200,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
286,3535415,VIA CESARE BATTISTI,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3157049,38.9729972,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2805512,38.969413,3065.1,8,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2805512,38.969413,needs_manual_map_check,access_id:3535415,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
287,3515382,LARGO CAPORALE,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3199453,38.9763173,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2712002,38.9663765,4356.6,8,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2712002,38.9663765,needs_manual_map_check,access_id:3515382,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
288,3569584,VIA GIUSEPPE CASTALDI,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2852272,38.967321,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2730542,38.9636027,1130.7,7,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2730542,38.9636027,needs_manual_map_check,access_id:3569584,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
289,3512767,VIA DEI TAURINI,48,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3127229,38.942348,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3042105,38.9420582,736.9,6,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3042105,38.9420582,needs_manual_map_check,access_id:3512767,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
290,3530507,CONTRADA PROCESSIONE STOCCO,55,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3219329,38.9763846,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.310898,38.9812238,1095.2,6,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.310898,38.9812238,needs_manual_map_check,access_id:3530507,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
291,3534991,VIA ISNARDI,22,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3129278,38.9656035,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2812011,38.9648469,2744.3,6,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2812011,38.9648469,needs_manual_map_check,access_id:3534991,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
292,3517125,VIA DOMENICO CURCIO,16,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2811602,38.9699342,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3136017,38.9599977,3014.6,6,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3136017,38.9599977,needs_manual_map_check,access_id:3517125,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
293,3517126,VIA DOMENICO CURCIO,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3339418,38.9856768,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3139161,38.9605494,3286.9,6,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3139161,38.9605494,needs_manual_map_check,access_id:3517126,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
294,3594007,VIA ANTONIO DE GRAZIA,3,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.341468,38.9847712,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3337339,38.9558163,3288.3,6,Only one-sided or sparse numeric same-street anchors were available.,no_candidate_returned,nominatim,,all_variants,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3337339,38.9558163,needs_manual_map_check,access_id:3594007,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
295,3574468,VIA BORBONI DI NAPOLI,13,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3166785,38.9760273,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3232041,38.9789623,651.7,5,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3232041,38.9789623,needs_manual_map_check,access_id:3574468,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
296,3519473,VIA PASQUALE PALADINO,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3022644,38.9536127,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3129823,38.9582114,1058.5,5,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3129823,38.9582114,needs_manual_map_check,access_id:3519473,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
297,3593970,TRAVERSA TERZA DI VIA MADONNA DELLA SPINA,9,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2235183,38.9284666,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2426071,38.92431,1714.7,5,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2426071,38.92431,needs_manual_map_check,access_id:3593970,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
298,3536876,VIA DEI PIOPPI,12,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3146158,38.9519068,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3145257,38.9738866,2444.1,5,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3145257,38.9738866,needs_manual_map_check,access_id:3536876,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
299,3514695,VIA DEI FAGGI,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3133985,38.9508792,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3056893,38.9736356,2616.7,5,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3056893,38.9736356,needs_manual_map_check,access_id:3514695,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
300,3518004,VIA MARSALA,6,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3162964,38.9756021,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3020532,38.9546855,2631.7,5,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3020532,38.9546855,needs_manual_map_check,access_id:3518004,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
301,3562887,VIA MONTE COCUZZO,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3073521,38.9722297,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3458472,38.9829754,3535.6,5,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3458472,38.9829754,needs_manual_map_check,access_id:3562887,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
302,3517718,VIA MARZABOTTO,17,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.318767,38.9738466,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.277084,38.9647636,3742.4,5,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.277084,38.9647636,needs_manual_map_check,access_id:3517718,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
303,3519358,VIA PASQUALE D'AMICO,27,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2849084,38.9656171,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3238788,38.9396955,4434.4,5,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3238788,38.9396955,needs_manual_map_check,access_id:3519358,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
304,3517115,CONTRADA CARRA' VOLPE,70,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2915104,38.9390382,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3240656,38.9804805,5399.9,5,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3240656,38.9804805,needs_manual_map_check,access_id:3517115,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
305,3591897,TRAVERSA TERZA DI VIA MADONNA DELLA SPINA,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3072269,38.9758221,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2429884,38.9244606,7967.2,5,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2429884,38.9244606,needs_manual_map_check,access_id:3591897,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
306,3515055,CONTRADA CARRA' VOLPE,81,B,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2500567,38.8753757,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2414264,38.9856819,12288.2,5,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2414264,38.9856819,needs_manual_map_check,access_id:3515055,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
307,3523695,CONTRADA FICARELLA,36,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2541053,39.0015425,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2354937,38.876711,13973.7,5,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2354937,38.876711,needs_manual_map_check,access_id:3523695,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
308,3569753,VICO PESCE,4,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3199078,38.9739991,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3232475,38.9810296,833.4,4,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3232475,38.9810296,needs_manual_map_check,access_id:3569753,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
309,3565292,VIA FILIPPO TURATI,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3191385,38.9733876,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3066854,38.97417,1080.0,4,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3066854,38.97417,needs_manual_map_check,access_id:3565292,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
310,3514147,VIA BREZIA,4,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2806846,38.9687831,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.317781,38.9765187,3320.3,4,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.317781,38.9765187,needs_manual_map_check,access_id:3514147,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
311,3528341,VIA BAROLO,2,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3205422,38.9778416,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2789867,38.9646873,3878.8,4,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2789867,38.9646873,needs_manual_map_check,access_id:3528341,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
