review_rank,review_batch_id,review_priority_band,candidate_review_status,access_id,street,civico,esponente,coordinate_quality_flag,coordinate_suspect_reason,source_lon,source_lat,candidate_lon,candidate_lat,candidate_method,candidate_confidence,candidate_status,distance_from_source_m,anchor_count,numeric_anchor_count,nearest_anchor_distance_m,lower_anchor_access_id,lower_anchor_civic,upper_anchor_access_id,upper_anchor_civic,nearest_anchor_access_id,nearest_anchor_civic,external_geocoder_candidate_count,candidate_explanation,suggested_workbench_filter,recommended_review_action,notes
210,,later_review,ready_for_later_manual_review,3524716,CONTRADA ZUPPELLO,20,,isolated_point,nearest same-street civic is 1356.3 m away,16.2863302,38.9667205,16.270685,38.9654854,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1359.6,3,3,1353.4,3526836,19,3526844,32,3524718,5,0,Interpolated civic 20 between same-street anchors 19 and 32.,access_id:3524716,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
211,,later_review,ready_for_later_manual_review,3526837,CONTRADA ZUPPELLO,20,BIS,isolated_point,nearest same-street civic is 3382.8 m away,16.241419,38.985675,16.270685,38.9654854,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3382.3,3,3,3381.4,3526836,19,3526844,32,3526836,19,0,Interpolated civic 20 between same-street anchors 19 and 32.,access_id:3526837,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
212,,later_review,ready_for_later_manual_review,3524717,CONTRADA ZUPPELLO,15,,isolated_point,nearest same-street civic is 3101.1 m away,16.3199453,38.9763173,16.2707074,38.9654693,same_street_civic_number_interpolation,medium,candidate_requires_human_review,4424.2,3,3,4421.2,3524718,5,3526836,19,3524718,5,0,Interpolated civic 15 between same-street anchors 5 and 19.,access_id:3524717,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
213,,later_review,ready_for_later_manual_review,3532872,CONTRADA CARONTE,5,,needs_manual_coordinate_review,rare census-cell placement for same-street civics,16.3097082,38.9836895,16.3093707,38.9812728,same_street_civic_number_interpolation,medium,candidate_requires_human_review,270.3,68,68,209.9,3532865,4,3532830,6,3532865,4,0,Interpolated civic 5 between same-street anchors 4 and 6.,access_id:3532872,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
214,,later_review,ready_for_later_manual_review,3529271,VIA ANTONIO MISIANI,5,,needs_manual_coordinate_review,rare census-cell placement for same-street civics,16.3206506,38.9705305,16.3173865,38.9714769,same_street_civic_number_interpolation,medium,candidate_requires_human_review,301.2,42,42,147.7,3529267,3,3529306,6,3529280,10,0,Interpolated civic 5 between same-street anchors 3 and 6.,access_id:3529271,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
215,,later_review,ready_for_later_manual_review,3529268,VIA ANTONIO MISIANI,4,,needs_manual_coordinate_review,rare census-cell placement for same-street civics,16.3216624,38.9703552,16.3123845,38.9723866,same_street_civic_number_interpolation,medium,candidate_requires_human_review,833.3,42,42,64.0,3529267,3,3529306,6,3529280,10,0,Interpolated civic 4 between same-street anchors 3 and 6.,access_id:3529268,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
216,,later_review,ready_for_later_manual_review,3530536,CONTRADA PIOMBO ZAPPANOTTE,8,,needs_manual_coordinate_review,rare census-cell placement for same-street civics,16.2407357,39.0192009,16.2952205,38.9888161,same_street_civic_number_interpolation,medium,candidate_requires_human_review,5794.9,42,42,119.5,3530535,7,3530537,9,3530535,7,0,Interpolated civic 8 between same-street anchors 7 and 9.,access_id:3530536,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
217,,later_review,ready_for_later_manual_review,3530981,PIAZZA MERCATO VECCHIO,17,,needs_manual_coordinate_review,rare census-cell placement for same-street civics,16.284491,38.9621026,16.3019874,38.9683452,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1664.4,36,36,18.3,3530971,16,3530982,18,3530982,18,0,Interpolated civic 17 between same-street anchors 16 and 18.,access_id:3530981,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
218,,later_review,ready_for_later_manual_review,3520037,VIA LUIGI GALVANI,10,,needs_manual_coordinate_review,rare census-cell placement for same-street civics,16.3145036,38.9698506,16.2913713,38.9665153,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2034.0,15,15,1934.9,3520035,8,3520038,12,3520035,8,0,Interpolated civic 10 between same-street anchors 8 and 12.,access_id:3520037,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
219,,later_review,ready_for_later_manual_review,3520034,VIA LUIGI GALVANI,11,,needs_manual_coordinate_review,rare census-cell placement for same-street civics,16.3152751,38.9702276,16.2907511,38.9666572,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2157.0,15,15,2009.1,3520035,8,3520038,12,3520035,8,0,Interpolated civic 11 between same-street anchors 8 and 12.,access_id:3520034,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
220,,later_review,ready_for_later_manual_review,3522157,VIA LUIGI GALVANI,9,,needs_manual_coordinate_review,rare census-cell placement for same-street civics,16.3177124,38.9729637,16.2919916,38.9663734,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2341.2,15,15,2295.5,3520035,8,3520038,12,3520035,8,0,Interpolated civic 9 between same-street anchors 8 and 12.,access_id:3522157,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
221,,later_review,ready_for_later_manual_review,3519818,CONTRADA GABELLA,131,,same_street_outlier,point is near validated ANNCSU civics labelled CONTRADA MURETTO (5 of nearby context within 120 m); progressive civic-number neighbour is 1014.5 m away,16.2863236,38.982073,16.274533,38.9834769,same_street_civic_number_interpolation,low,candidate_requires_human_review,1031.0,81,81,377.8,3519817,116,3519774,139,3519777,233,0,Interpolated civic 131 between same-street anchors 116 and 139.,access_id:3519818,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
222,,later_review,ready_for_later_manual_review,3579202,CONTRADA CANTARELLE,130,,same_street_outlier,progressive civic-number neighbour is 4391.2 m away,16.25283,39.007795,16.257655,38.9683985,same_street_civic_number_interpolation,low,candidate_requires_human_review,4400.5,26,26,338.0,3579201,124,3579203,178,3551169,65,0,Interpolated civic 130 between same-street anchors 124 and 178.,access_id:3579202,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
223,,later_review,ready_for_later_manual_review,3511517,VIA CAVALIERI DI MALTA,19,,same_street_outlier,4479.1 m from same-street cluster centroid; nearest same-street civic is 4691.8 m away; progressive civic-number neighbour is 4691.8 m away,16.2375201,38.9416071,16.2914065,38.9372398,same_street_civic_number_interpolation,low,candidate_requires_human_review,4685.8,12,12,4681.8,3511516,17,3511522,48,3511516,17,0,Interpolated civic 19 between same-street anchors 17 and 48.,access_id:3511517,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
224,,later_review,ready_for_later_manual_review,3524015,PIAZZA DELLA REPUBBLICA,14,,same_street_outlier,nearest same-street civic is 643.0 m away; progressive civic-number neighbour is 652.0 m away,16.318034,38.9762167,16.3162355,38.9704561,same_street_civic_number_interpolation,low,candidate_requires_human_review,659.1,10,10,643.9,3524014,10,3524016,36,3524028,9,0,Interpolated civic 14 between same-street anchors 10 and 36.,access_id:3524015,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
225,,later_review,ready_for_later_manual_review,3515052,VIA DEGLI AUSONI,97,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA DELLE IMPRESE (4 of nearby context within 120 m),16.3287544,38.9444328,16.3333813,38.9507649,same_street_civic_number_interpolation,low,candidate_requires_human_review,809.9,23,23,161.2,3515050,75,3515053,99,3515044,17,0,Interpolated civic 97 between same-street anchors 75 and 99.,access_id:3515052,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
226,,later_review,ready_for_later_manual_review,3512670,CONTRADA GABELLA CARDOLO,12,,street_context_mismatch,point is near validated ANNCSU civics labelled CONTRADA GABELLA (8 of nearby context within 120 m),16.3400628,38.9645178,16.3455808,38.9516388,same_street_civic_number_interpolation,low,candidate_requires_human_review,1509.5,4,4,124.1,3512673,9,3512671,33,3512672,8,0,Interpolated civic 12 between same-street anchors 9 and 33.,access_id:3512670,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
227,,later_review,ready_for_later_manual_review,3515430,CONTRADA MARSOMIGLIO,5,,street_context_mismatch,point is near validated ANNCSU civics labelled CONTRADA SANTO SIDERO (4 of nearby context within 120 m),16.2463872,38.9653402,16.3022247,38.9447975,same_street_civic_number_interpolation,low,candidate_requires_human_review,5341.3,3,3,5318.5,3515428,3,3515429,50,3515429,50,0,Interpolated civic 5 between same-street anchors 3 and 50.,access_id:3515430,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
228,,later_review,ready_for_later_manual_review,3517037,LOCALITA' CAFARELLO,480,,isolated_point,nearest same-street civic is 589.2 m away,16.2717747,38.9879341,16.273099,38.9932485,same_street_civic_number_interpolation,low,candidate_requires_human_review,601.9,3,3,590.2,3517040,6,3517038,482,3517040,6,0,Interpolated civic 480 between same-street anchors 6 and 482.,access_id:3517037,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
229,,later_review,ready_for_later_manual_review,3538472,VIA REGINA ELENA,1,,same_street_outlier,11171.1 m from same-street cluster centroid; nearest same-street civic is 10847.9 m away; progressive civic-number neighbour is 10847.9 m away,16.2776412,38.867668,16.2811457,38.9653705,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,10868.3,88,88,10868.3,,,3536383,2,3536384,2,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3538472,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
230,,later_review,ready_for_later_manual_review,3569904,VIA GIUSEPPE GARIBALDI,1,,same_street_outlier,progressive civic-number neighbour is 3640.2 m away,16.2815139,38.9663706,16.2864526,38.9668627,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,430.5,75,75,430.5,,,3569937,5,3555828,58,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3569904,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
231,,later_review,ready_for_later_manual_review,3609620,VIA GIORGIO PINNA,1,,same_street_outlier,6951.1 m from same-street cluster centroid; nearest same-street civic is 2862.9 m away; progressive civic-number neighbour is 3397.6 m away,16.3462055,38.9789082,16.3232105,38.9603846,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,2862.6,71,71,2862.6,,,3609628,2,3609679,68,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3609620,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
