election_id,round,section_number,mayor_candidate_id,votes,source_doc_id,validation_status,notes
comunali_lamezia_2025,1,48,comunali_lamezia_2025_mayor_lo_moro_doris,22,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,48,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,5,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,48,comunali_lamezia_2025_mayor_murone_mario,30,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,49,comunali_lamezia_2025_mayor_lo_moro_doris,86,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,49,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,36,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,49,comunali_lamezia_2025_mayor_murone_mario,161,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,50,comunali_lamezia_2025_mayor_lo_moro_doris,134,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,50,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,70,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,50,comunali_lamezia_2025_mayor_murone_mario,336,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,51,comunali_lamezia_2025_mayor_lo_moro_doris,79,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,51,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,11,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,51,comunali_lamezia_2025_mayor_murone_mario,146,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,52,comunali_lamezia_2025_mayor_lo_moro_doris,211,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,52,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,74,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,52,comunali_lamezia_2025_mayor_murone_mario,328,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,53,comunali_lamezia_2025_mayor_lo_moro_doris,223,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
